what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431221730
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1321431222558
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1321431223057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431225085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431225116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431234398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431235880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431237769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431238736
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321431239985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321431249563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431250312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431250843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431250999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431252481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431254588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431266678
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.javaAppletShortcut.run",1321431287459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431287677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321431289362
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ResourceNavigator",1321431292046
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.javaAppletShortcut.run",1321431295197
